Psamples,Nsamples,AUC-back,ACC-back,std-back,stdACC-back,AUC-ext,ACC-ext,std-ext,stdACC-ext
1000.0,1000.0,0.8626703596115113,0.6766666603088379,0.026859264897316017,0.04422166231387966,0.78987633228302,0.5695555543899536,0.023803051174386365,0.029318174393610827
500.0,500.0,0.8056092476844787,0.5653333365917206,0.03137881078821288,0.058674241986640764,0.7833321237564087,0.5604444468021392,0.022728401185208004,0.03732804391524873200.0,200.0,0.7508685302734375,0.5146666669845581,0.029764961400193257,0.04951318878967869,0.7538353967666626,0.49777777910232546,0.031482120983281875,0.05211573370891961
300.0,300.0,0.730812954902649,0.4946666610240936,0.043205650156254945,0.07268195572906191,0.7518434190750122,0.5220000064373016,0.033452729849919136,0.049999509781214896
400.0,400.0,0.8022036910057068,0.5706666684150696,0.0357208066277312,0.05798084273333507,0.7689606976509095,0.5397777783870698,0.030193546729358863,0.04135602853710295
500.0,500.0,0.8152481579780578,0.5806666719913482,0.03520336316118354,0.06858571286977225,0.778714189529419,0.5513333368301392,0.028412230781894362,0.04046885823681584
600.0,600.0,0.8366314935684204,0.6293333339691162,0.026736178787883248,0.05339163708083681,0.7805098724365235,0.5553333401679993,0.027575433701597356,0.0406575558919391
800.0,800.0,0.8373759174346924,0.6266666674613952,0.04246447023352528,0.06480741164399348,0.7849475121498108,0.5622222232818603,0.023019569088573087,0.034605352276761425
700.0,700.0,0.8600055646896362,0.6566666698455811,0.026127165342333964,0.036817872071933315,0.7784920001029968,0.5608888924121856,0.0287023432056002,0.03598627859980297
900.0,900.0,0.8534833145141602,0.6480000019073486,0.03393478898478063,0.0521365674258054,0.7974993872642517,0.5788888955116271,0.020422428053199732,0.03042902841880806
1000.0,1000.0,0.8593592405319214,0.6680000042915344,0.032178815890305544,0.06427717776317715,0.7900220227241516,0.5713333392143249,0.016164274335943734,0.03141439021316401
